match_rank,real_name,sim_lens_id,sim_filename_base,match_score,theta_e_sim,z_lens_sim,z_source_sim,mag_sim
1,COSJ095846+020304,98,cosmos_lens_000098,1.7387304807880168,0.374372077625477,0.3,1.06435840316254,19.086261716898104
2,COSJ095846+020304,42,cosmos_lens_000042,1.937218245425547,0.5165236197167611,0.3,1.120694625708786,21.492863769968597
3,COSJ095846+020304,92,cosmos_lens_000092,2.1688564043058194,0.3293324585592724,0.5195,1.320023945746547,21.867019855764593
1,COSJ095847+015837,98,cosmos_lens_000098,1.7387304807880168,0.374372077625477,0.3,1.06435840316254,19.086261716898104
2,COSJ095847+015837,42,cosmos_lens_000042,1.937218245425547,0.5165236197167611,0.3,1.120694625708786,21.492863769968597
3,COSJ095847+015837,92,cosmos_lens_000092,2.1688564043058194,0.3293324585592724,0.5195,1.320023945746547,21.867019855764593
1,COSJ095852+020258,98,cosmos_lens_000098,1.7387304807880168,0.374372077625477,0.3,1.06435840316254,19.086261716898104
2,COSJ095852+020258,42,cosmos_lens_000042,1.937218245425547,0.5165236197167611,0.3,1.120694625708786,21.492863769968597
3,COSJ095852+020258,92,cosmos_lens_000092,2.1688564043058194,0.3293324585592724,0.5195,1.320023945746547,21.867019855764593
1,COSJ095853+020707,98,cosmos_lens_000098,1.7387304807880168,0.374372077625477,0.3,1.06435840316254,19.086261716898104
2,COSJ095853+020707,42,cosmos_lens_000042,1.937218245425547,0.5165236197167611,0.3,1.120694625708786,21.492863769968597
3,COSJ095853+020707,92,cosmos_lens_000092,2.1688564043058194,0.3293324585592724,0.5195,1.320023945746547,21.867019855764593
1,COSJ095855+015828,98,cosmos_lens_000098,1.7387304807880168,0.374372077625477,0.3,1.06435840316254,19.086261716898104
2,COSJ095855+015828,42,cosmos_lens_000042,1.937218245425547,0.5165236197167611,0.3,1.120694625708786,21.492863769968597
3,COSJ095855+015828,92,cosmos_lens_000092,2.1688564043058194,0.3293324585592724,0.5195,1.320023945746547,21.867019855764593
1,COSJ095856+015821,98,cosmos_lens_000098,1.7387304807880168,0.374372077625477,0.3,1.06435840316254,19.086261716898104
2,COSJ095856+015821,42,cosmos_lens_000042,1.937218245425547,0.5165236197167611,0.3,1.120694625708786,21.492863769968597
3,COSJ095856+015821,92,cosmos_lens_000092,2.1688564043058194,0.3293324585592724,0.5195,1.320023945746547,21.867019855764593
1,COSJ095857+020404,98,cosmos_lens_000098,1.7387304807880168,0.374372077625477,0.3,1.06435840316254,19.086261716898104
2,COSJ095857+020404,42,cosmos_lens_000042,1.937218245425547,0.5165236197167611,0.3,1.120694625708786,21.492863769968597
3,COSJ095857+020404,92,cosmos_lens_000092,2.1688564043058194,0.3293324585592724,0.5195,1.320023945746547,21.867019855764593
1,COSJ095857+021007,98,cosmos_lens_000098,1.7387304807880168,0.374372077625477,0.3,1.06435840316254,19.086261716898104
