name,n_bands_available,f115w_available,f115w_sum,f115w_max,f115w_mean,f115w_std,f150w_available,f150w_sum,f150w_max,f150w_mean,f150w_std,f277w_available,f277w_sum,f277w_max,f277w_mean,f277w_std,f444w_available,f444w_sum,f444w_max,f444w_mean,f444w_std,notes
COSJ100001+021455,4,Yes,225.75,0.4912,0.002508,0.028751,Yes,300.8,0.7426,0.003342,0.027321,Yes,653.11,0.9833,0.007257,0.029682,Yes,507.91,0.5947,0.005643,0.024427,
COSJ100002+015753,4,Yes,164.77,0.6071,0.001831,0.02892,Yes,345.56,1.3169,0.00384,0.038455,Yes,910.98,3.8948,0.010122,0.095851,Yes,1084.96,4.353,0.012055,0.121912,
COSJ100002+015914,4,Yes,333.17,9.3129,0.003702,0.074215,Yes,544.31,10.2013,0.006048,0.088493,Yes,787.66,8.205,0.008752,0.11271,Yes,847.5,6.3154,0.009417,0.106646,
COSJ100002+020851,4,Yes,245.38,1.7243,0.002726,0.044132,Yes,173.14,2.2838,0.001924,0.047263,Yes,644.08,2.3446,0.007156,0.054342,Yes,507.41,1.5452,0.005638,0.042277,
COSJ100002+020932,4,Yes,2549.01,44.9878,0.028322,0.368318,Yes,3363.73,63.0109,0.037375,0.527815,Yes,4145.98,33.2365,0.046066,0.481582,Yes,2399.89,12.7804,0.026665,0.227697,
COSJ100002+021136,4,Yes,23.16,0.858,0.000257,0.034573,Yes,253.33,1.1215,0.002815,0.035731,Yes,550.16,2.3614,0.006113,0.051959,Yes,980.87,4.2193,0.010899,0.096192,
COSJ100002+022710,4,Yes,524.38,12.1778,0.005826,0.118546,Yes,1089.64,16.6302,0.012107,0.164953,Yes,2348.51,13.6253,0.026095,0.24745,Yes,1499.83,5.5075,0.016665,0.14238,
COSJ100004+015307,4,Yes,8345.26,46.8754,0.092725,0.610515,Yes,12333.33,67.3784,0.137037,0.912119,Yes,15201.78,46.3199,0.168909,0.9967,Yes,8356.93,18.8327,0.092855,0.503861,
COSJ100004+022641,4,Yes,1190.03,1.5415,0.013223,0.062882,Yes,1600.16,2.1619,0.01778,0.075693,Yes,2084.88,2.5374,0.023165,0.095879,Yes,1086.89,1.1169,0.012077,0.050387,
COSJ100004+023543,4,Yes,3588.27,38.9609,0.03987,0.441972,Yes,4799.8,58.7697,0.053331,0.653553,Yes,5111.45,36.3945,0.056794,0.595088,Yes,2920.25,14.2105,0.032447,0.29791,
COSJ100005+021159,4,Yes,534.82,8.8485,0.005942,0.061458,Yes,756.95,7.9951,0.008411,0.06494,Yes,1160.11,1.5857,0.01289,0.062507,Yes,1338.91,1.5098,0.014877,0.069561,
COSJ100005+021223,4,Yes,1044.05,7.1845,0.011601,0.105434,Yes,1517.64,10.9643,0.016863,0.158115,Yes,3302.12,14.4343,0.03669,0.291516,Yes,2677.81,10.4861,0.029753,0.236813,
COSJ100005+023753,4,Yes,4303.09,25.728,0.047812,0.383046,Yes,5938.21,38.5269,0.06598,0.531826,Yes,6911.76,27.2035,0.076797,0.532787,Yes,3977.48,10.7657,0.044194,0.263299,
COSJ100007+015240,4,Yes,179.36,0.8618,0.001993,0.038721,Yes,278.69,0.7919,0.003097,0.034817,Yes,435.86,1.6915,0.004843,0.036524,Yes,513.65,1.9365,0.005707,0.043469,
COSJ100008+020758,4,Yes,218.64,0.5494,0.002429,0.03492,Yes,116.63,0.6169,0.001296,0.029568,Yes,231.5,0.557,0.002572,0.01946,Yes,156.56,0.322,0.00174,0.015602,
COSJ100008+022122,4,Yes,1643.56,22.4378,0.018262,0.237394,Yes,2420.74,33.937,0.026897,0.358171,Yes,4547.56,35.4315,0.050528,0.543559,Yes,2632.83,14.9137,0.029254,0.292297,
COSJ100010+021022,4,Yes,784.43,16.7884,0.008716,0.113127,Yes,1144.44,14.1745,0.012716,0.122464,Yes,2383.52,94.4281,0.026484,0.54422,Yes,2222.83,8.956,0.024698,0.207613,
COSJ100010+022601,4,Yes,2663.4,7.9167,0.029593,0.164849,Yes,4174.09,13.1204,0.046379,0.25979,Yes,5920.97,11.7218,0.065789,0.344581,Yes,4427.67,5.7638,0.049196,0.237098,
COSJ100010+023549,4,Yes,543.98,4.925,0.006044,0.059903,Yes,964.89,6.1275,0.010721,0.079456,Yes,1944.22,6.3548,0.021602,0.146335,Yes,1555.45,3.3539,0.017283,0.103272,
COSJ100010+023634,4,Yes,329.0,1.2199,0.003656,0.042207,Yes,509.92,1.8894,0.005666,0.047221,Yes,756.65,3.8909,0.008407,0.083127,Yes,597.1,2.5726,0.006634,0.062036,
COSJ100011+021301,4,Yes,21945.68,77.6278,0.243841,1.378775,Yes,29327.96,99.709,0.325866,1.842209,Yes,30008.8,60.5808,0.333431,1.573357,Yes,16472.89,27.5992,0.183032,0.816137,
COSJ100011+023501,4,Yes,-31.97,1.0276,-0.000355,0.034507,Yes,153.26,0.8405,0.001703,0.030554,Yes,223.6,1.2157,0.002484,0.028392,Yes,280.48,1.2925,0.003116,0.033491,
COSJ100011+023531,4,Yes,1931.12,8.4941,0.021457,0.132032,Yes,2524.53,12.3873,0.02805,0.187154,Yes,4318.54,15.8656,0.047984,0.318847,Yes,2646.11,7.2778,0.029401,0.184686,
COSJ100011+023713,4,Yes,3042.65,15.1524,0.033807,0.200144,Yes,4584.85,22.5959,0.050943,0.303973,Yes,9121.82,25.6613,0.101354,0.550834,Yes,7624.85,15.7634,0.084721,0.462263,
COSJ100012+022015,4,Yes,7567.53,57.7537,0.084084,0.650316,Yes,10388.03,84.9144,0.115423,0.933959,Yes,12922.48,45.4531,0.143583,0.922398,Yes,6639.18,21.8927,0.073769,0.449807,
COSJ100012+023351,4,Yes,280.23,0.339,0.003114,0.029914,Yes,543.45,0.4723,0.006038,0.032272,Yes,1120.58,0.8719,0.012451,0.049851,Yes,790.84,0.5002,0.008787,0.035913,
COSJ100012+023421,4,Yes,2760.1,16.4388,0.030668,0.231941,Yes,3971.29,24.1894,0.044125,0.345977,Yes,6696.01,26.2157,0.0744,0.537177,Yes,3566.07,10.0712,0.039623,0.261725,
COSJ100013+020223,4,Yes,437.59,31.9476,0.004862,0.160344,Yes,462.07,25.7571,0.005134,0.159372,Yes,690.12,3.7823,0.007668,0.073695,Yes,684.39,3.5332,0.007604,0.082422,
COSJ100013+022023,4,Yes,14300.6,1417.9542,0.158896,7.097136,Yes,18407.46,1265.6843,0.204527,7.325089,Yes,16934.54,195.7218,0.188162,2.268637,Yes,10134.15,75.9312,0.112602,1.030328,
COSJ100013+022949,4,Yes,39.29,0.3534,0.000437,0.031876,Yes,141.56,0.4922,0.001573,0.028591,Yes,217.38,0.8738,0.002415,0.025787,Yes,283.94,1.0478,0.003155,0.033064,
COSJ100013+023205,4,Yes,1446.09,22.4561,0.016068,0.216308,Yes,1895.01,31.4478,0.021056,0.324266,Yes,4188.39,27.4484,0.046538,0.484925,Yes,1986.81,11.4478,0.022076,0.228341,
COSJ100013+023424,4,Yes,1052.61,11.5638,0.011696,0.119184,Yes,2036.66,16.6932,0.02263,0.175485,Yes,3860.74,17.1824,0.042897,0.290721,Yes,2878.4,8.8149,0.031982,0.193285,
COSJ100015+022850,4,Yes,408.3,7.6777,0.004537,0.073731,Yes,691.5,10.8304,0.007683,0.091089,Yes,1239.95,6.5232,0.013777,0.099295,Yes,1117.57,5.1982,0.012417,0.091417,
COSJ100015+023341,4,Yes,589.7,1.074,0.006552,0.04587,Yes,1070.47,2.6401,0.011894,0.077312,Yes,2678.12,7.5641,0.029757,0.227697,Yes,1952.66,5.4677,0.021696,0.173576,
COSJ100015+023621,4,Yes,1296.38,15.6373,0.014404,0.174233,Yes,1831.71,23.8788,0.020352,0.259823,Yes,3216.89,24.0253,0.035743,0.385412,Yes,1827.3,9.795,0.020303,0.189812,
COSJ100015+023708,4,Yes,1493.91,10.786,0.016599,0.13118,Yes,1876.1,14.3651,0.020846,0.175472,Yes,3727.36,15.8339,0.041415,0.312129,Yes,3561.98,11.5124,0.039578,0.275261,
COSJ100016+020956,4,Yes,1321.65,9.016,0.014685,0.128631,Yes,2338.41,12.1797,0.025982,0.197246,Yes,5180.68,15.1025,0.057563,0.389963,Yes,6004.38,15.9015,0.066715,0.421876,
COSJ100016+022131,4,Yes,340.95,7.336,0.003788,0.071731,Yes,402.97,6.4973,0.004477,0.072918,Yes,436.9,3.0043,0.004854,0.067625,Yes,278.17,1.4084,0.003091,0.037113,
COSJ100016+022827,4,Yes,1487.43,12.9443,0.016527,0.169204,Yes,2352.02,19.8443,0.026134,0.256781,Yes,4115.14,24.2866,0.045724,0.427488,Yes,2445.02,10.5574,0.027167,0.238429,
COSJ100017+020443,4,Yes,157.23,0.7456,0.001747,0.046028,Yes,110.81,0.4416,0.001231,0.036836,Yes,191.04,0.3686,0.002123,0.017075,Yes,129.2,0.2589,0.001436,0.014964,
COSJ100017+023020,4,Yes,1302.91,15.349,0.014477,0.162198,Yes,1864.19,22.0774,0.020713,0.231117,Yes,3346.82,20.4422,0.037187,0.376536,Yes,2845.51,13.2588,0.031617,0.296659,
COSJ100018+022034,4,Yes,63.91,1.0499,0.00071,0.030226,Yes,105.18,2.4344,0.001169,0.034606,Yes,344.33,3.6148,0.003826,0.056592,Yes,485.32,4.2715,0.005392,0.07627,
COSJ100018+022138,4,Yes,187.45,1.7356,0.002083,0.037636,Yes,305.44,2.9753,0.003394,0.0506,Yes,827.28,5.431,0.009192,0.104979,Yes,1146.72,6.0115,0.012741,0.136576,
COSJ100018+023741,4,Yes,1837.68,24.0084,0.020419,0.245957,Yes,2579.1,35.0898,0.028657,0.35384,Yes,4481.26,34.1943,0.049792,0.485394,Yes,2697.5,12.5368,0.029972,0.251434,
COSJ100020+021308,4,Yes,243.15,0.549,0.002702,0.040461,Yes,257.87,0.7517,0.002865,0.035762,Yes,523.09,0.7753,0.005812,0.029605,Yes,485.85,0.7261,0.005398,0.027616,
COSJ100020+023047,4,Yes,183.63,1.1843,0.00204,0.029613,Yes,272.21,1.5553,0.003025,0.030134,Yes,354.91,1.3592,0.003943,0.032282,Yes,445.32,1.1934,0.004948,0.037871,
COSJ100020+023332,4,Yes,1711.6,11.5907,0.019018,0.192953,Yes,2545.71,20.061,0.028286,0.30765,Yes,3899.91,23.8555,0.043332,0.433268,Yes,2550.66,9.8301,0.028341,0.223785,
COSJ100021+014905,4,Yes,539.53,1.2173,0.005995,0.043655,Yes,412.96,1.2792,0.004588,0.043152,Yes,522.11,1.0383,0.005801,0.036696,Yes,231.61,0.8861,0.002573,0.022558,
COSJ100021+014915,4,Yes,1071.2,3.1208,0.011902,0.085303,Yes,1449.31,3.0033,0.016103,0.115663,Yes,3026.36,9.2745,0.033626,0.25246,Yes,3071.16,8.846,0.034124,0.254191,
COSJ100021+022333,4,Yes,2245.27,0.6115,0.024947,0.064295,Yes,3213.2,0.7295,0.035702,0.077818,Yes,5754.03,0.6108,0.063934,0.086602,Yes,2701.01,0.3959,0.030011,0.048047,
COSJ100021+023600,4,Yes,2369.45,20.2546,0.026327,0.252729,Yes,3525.39,32.6232,0.039171,0.378194,Yes,6624.77,33.7114,0.073609,0.620142,Yes,5920.0,21.2253,0.065778,0.491279,
COSJ100022+014924,4,Yes,245.54,0.7618,0.002728,0.029459,Yes,292.99,0.774,0.003255,0.028235,Yes,444.21,0.7935,0.004936,0.029914,Yes,471.32,0.6707,0.005237,0.031407,
COSJ100022+021312,4,Yes,20836.53,292.8017,0.231517,2.695477,Yes,25536.33,343.5673,0.283737,3.201813,Yes,21354.75,131.1315,0.237275,2.115712,Yes,17819.07,83.7898,0.19799,1.747905,
COSJ100022+023102,4,Yes,257.48,1.2358,0.002861,0.038509,Yes,358.4,1.8559,0.003982,0.042662,Yes,918.95,3.44,0.010211,0.078796,Yes,1028.78,3.4327,0.011431,0.092328,
COSJ100023+020958,4,Yes,1041.18,7.9608,0.011569,0.076244,Yes,1354.85,9.125,0.015054,0.094513,Yes,2061.92,5.3077,0.02291,0.105989,Yes,1539.38,3.95,0.017104,0.073976,
COSJ100023+021652,4,Yes,2058.45,6.261,0.022872,0.116361,Yes,3119.47,11.652,0.034661,0.194471,Yes,5923.65,18.5592,0.065818,0.379839,Yes,3533.35,9.0581,0.039259,0.217665,
COSJ100024+015334,4,Yes,130.57,1.2804,0.001451,0.029365,Yes,313.6,4.1358,0.003484,0.047212,Yes,1091.18,7.0832,0.012124,0.107761,Yes,1704.99,7.3417,0.018944,0.149104,
COSJ100024+021749,4,Yes,3180.64,30.9016,0.044924,0.431993,Yes,4426.43,43.5156,0.06252,0.599542,Yes,5346.89,32.2405,0.075521,0.598478,Yes,3285.73,11.5982,0.046409,0.276435,
COSJ100025+015245,4,Yes,336.57,4.8056,0.00374,0.048945,Yes,533.93,6.4915,0.005933,0.064489,Yes,1084.8,5.0208,0.012053,0.095246,Yes,1528.51,4.1969,0.016983,0.122167,
COSJ100025+021538,4,Yes,1494.18,32.2144,0.016602,0.232249,Yes,1946.73,52.8382,0.02163,0.348734,Yes,2657.72,11.6263,0.02953,0.280623,Yes,1704.97,6.0475,0.018944,0.166531,
COSJ100025+022001,4,Yes,656.26,13.3933,0.007292,0.117346,Yes,808.21,16.0202,0.00898,0.139304,Yes,1118.64,10.5334,0.012429,0.155651,Yes,960.36,4.3117,0.010671,0.097308,
COSJ100025+023225,4,Yes,718.47,5.921,0.007983,0.085996,Yes,976.08,10.7165,0.010845,0.130032,Yes,1801.88,11.9745,0.020021,0.213045,Yes,1045.94,5.6214,0.011622,0.11922,
COSJ100026+020345,4,Yes,3277.08,15.1885,0.036412,0.239037,Yes,4320.99,23.2364,0.048011,0.331403,Yes,6437.07,28.9011,0.071523,0.546051,Yes,4164.44,15.0712,0.046272,0.333324,
COSJ100026+023013,4,Yes,172.1,7.4885,0.001912,0.07387,Yes,430.73,11.6295,0.004786,0.117456,Yes,1006.34,13.6537,0.011182,0.201546,Yes,1188.24,11.8385,0.013203,0.208791,
COSJ100027+015014,4,Yes,254.91,1.7641,0.002832,0.040337,Yes,351.5,2.1695,0.003906,0.043741,Yes,391.98,1.5829,0.004355,0.041908,Yes,238.7,0.6893,0.002652,0.023658,
COSJ100027+020051,4,Yes,1167.2,13.2706,0.012969,0.144096,Yes,1555.09,19.4131,0.017279,0.211933,Yes,3324.41,22.0193,0.036938,0.338278,Yes,2069.9,9.8549,0.022999,0.20051,
COSJ100027+023137,4,Yes,482.89,4.8493,0.005365,0.073873,Yes,596.01,7.4695,0.006622,0.090751,Yes,1001.3,7.9713,0.011126,0.133494,Yes,741.98,4.3853,0.008244,0.093351,
COSJ100028+015805,4,Yes,372.78,0.715,0.004142,0.032994,Yes,741.77,1.2935,0.008242,0.04594,Yes,2242.58,4.631,0.024918,0.121905,Yes,3063.09,7.0418,0.034034,0.179363,
COSJ100028+020024,4,Yes,291.35,0.8573,0.003237,0.041828,Yes,253.87,1.0594,0.002821,0.040841,Yes,560.71,1.4654,0.00623,0.050492,Yes,555.03,2.6291,0.006167,0.049353,
COSJ100028+021600,4,Yes,2604.04,31.7426,0.028934,0.344066,Yes,3761.34,45.2318,0.041793,0.477574,Yes,6634.18,43.7918,0.073713,0.721277,Yes,4088.92,19.4859,0.045432,0.396332,
COSJ100028+021710,4,Yes,662.39,2.1198,0.00736,0.056301,Yes,858.79,2.4827,0.009542,0.065218,Yes,1283.98,2.5866,0.014266,0.090008,Yes,911.01,1.3406,0.010122,0.062639,
COSJ100028+021731,4,Yes,1117.26,3.5005,0.012414,0.065954,Yes,1793.27,5.8756,0.019925,0.097309,Yes,3382.74,9.535,0.037586,0.21419,Yes,4148.02,7.9793,0.046089,0.270082,
COSJ100028+021928,4,Yes,2644.2,17.5887,0.02938,0.250838,Yes,4055.37,27.9672,0.04506,0.401361,Yes,7353.19,36.0542,0.081702,0.678833,Yes,4658.09,16.6248,0.051757,0.37717,
COSJ100030+014754,4,Yes,484.89,2.7413,0.005388,0.056092,Yes,713.98,2.6991,0.007933,0.062123,Yes,1469.78,4.2962,0.016331,0.123827,Yes,1876.34,5.3657,0.020848,0.165288,
COSJ100030+014853,4,Yes,80.28,0.8782,0.000892,0.027041,Yes,241.73,1.0496,0.002686,0.028089,Yes,445.47,1.2742,0.00495,0.041866,Yes,595.29,2.1898,0.006614,0.063808,
COSJ100030+015427,4,Yes,762.44,15.3454,0.008472,0.131971,Yes,1513.35,22.8922,0.016815,0.206766,Yes,3532.07,23.4634,0.039245,0.400084,Yes,4154.71,23.4398,0.046163,0.455541,
COSJ100030+021410,4,Yes,690.03,1.1238,0.007667,0.051133,Yes,1046.49,2.3268,0.011628,0.062299,Yes,1748.96,2.6983,0.019433,0.084859,Yes,1853.99,2.8965,0.0206,0.090214,
COSJ100030+022026,4,Yes,315.45,9.6098,0.003505,0.080463,Yes,528.84,11.8329,0.005876,0.10286,Yes,973.35,10.5195,0.010815,0.147374,Yes,861.24,6.8523,0.009569,0.121406,
COSJ100031+015335,4,Yes,252.38,1.0793,0.002804,0.043344,Yes,268.43,1.2588,0.002983,0.039456,Yes,477.78,1.2762,0.005309,0.036586,Yes,343.4,0.7854,0.003816,0.027196,
COSJ100031+020046,4,Yes,123.97,1.0791,0.001377,0.037492,Yes,23.96,0.8185,0.000266,0.030832,Yes,208.6,0.9175,0.002318,0.024507,Yes,180.81,1.3377,0.002009,0.026749,
COSJ100031+020113,4,Yes,874.07,62.053,0.009712,0.344673,Yes,1168.9,61.3075,0.012988,0.337726,Yes,2020.98,13.089,0.022455,0.172466,Yes,2630.73,9.7833,0.02923,0.215319,
COSJ100031+022615,4,Yes,9968.47,57.5835,0.110761,0.659233,Yes,13077.19,75.4541,0.145302,0.901509,Yes,12991.4,41.2407,0.144349,0.785293,Yes,7524.45,17.7861,0.083605,0.418284,
COSJ100031+022639,4,Yes,529.75,6.7559,0.005886,0.074489,Yes,1045.17,12.1957,0.011613,0.126834,Yes,2214.13,13.4521,0.024601,0.224397,Yes,2951.28,12.9877,0.032792,0.26776,
COSJ100031+023300,4,Yes,12207.18,53.3528,0.135635,0.770846,Yes,15882.85,81.0238,0.176476,1.085196,Yes,15754.74,48.0428,0.175053,0.96282,Yes,8540.43,20.375,0.094894,0.483382,
COSJ100033+015039,4,Yes,2819.35,25.1533,0.031326,0.219008,Yes,3795.52,29.5076,0.042172,0.307473,Yes,5687.94,24.1224,0.063199,0.471762,Yes,3351.11,14.6235,0.037235,0.291419,
COSJ100033+015709,4,Yes,92.43,0.5738,0.001027,0.032804,Yes,198.33,0.8574,0.002204,0.030242,Yes,279.93,0.8892,0.00311,0.028751,Yes,282.37,0.8743,0.003137,0.030858,
COSJ100033+021339,4,Yes,115.67,0.8075,0.001285,0.023944,Yes,204.91,1.3287,0.002277,0.023701,Yes,345.02,1.6217,0.003834,0.030494,Yes,462.04,1.8295,0.005134,0.039833,
COSJ100033+022752,4,Yes,1876.53,21.6931,0.02085,0.237447,Yes,2695.7,31.0013,0.029952,0.326095,Yes,3419.84,23.5764,0.037998,0.390031,Yes,1690.23,8.3139,0.01878,0.172888,
COSJ100034+015047,4,Yes,181.2,0.6627,0.002013,0.046775,Yes,185.99,0.7302,0.002067,0.03889,Yes,262.65,0.321,0.002918,0.01753,Yes,280.73,8.1169,0.003119,0.064189,
COSJ100034+021133,4,Yes,1972.97,13.3266,0.021922,0.185897,Yes,3077.58,21.2228,0.034195,0.291999,Yes,6038.43,28.4484,0.067094,0.529589,Yes,3783.28,15.1674,0.042036,0.324702,
COSJ100035+015102,4,Yes,1836.29,168.6092,0.020403,1.098259,Yes,2189.11,209.0871,0.024323,1.330248,Yes,1349.53,30.9437,0.014995,0.326306,Yes,1474.59,49.0051,0.016384,0.401624,
COSJ100036+015220,4,Yes,8260.73,26.0599,0.091786,0.399523,Yes,10913.59,37.0143,0.121262,0.571563,Yes,11486.59,30.2852,0.127629,0.616346,Yes,6871.69,11.0792,0.076352,0.333245,
COSJ100036+015439,4,Yes,163.69,0.5093,0.001819,0.026882,Yes,254.46,0.4868,0.002827,0.024937,Yes,222.77,0.6613,0.002475,0.021988,Yes,236.86,0.6633,0.002632,0.023314,
COSJ100036+020354,4,Yes,420.82,0.902,0.004676,0.038376,Yes,416.79,1.0251,0.004631,0.038943,Yes,608.91,1.0561,0.006766,0.043836,Yes,428.77,0.8109,0.004764,0.031622,
COSJ100037+020928,4,Yes,1337.44,9.1611,0.01486,0.094989,Yes,1736.61,11.0726,0.019296,0.132567,Yes,2875.47,9.488,0.03195,0.198836,Yes,1899.01,4.7974,0.0211,0.120707,
COSJ100037+021117,4,Yes,517.01,1.3348,0.005745,0.044015,Yes,441.26,1.7549,0.004903,0.041159,Yes,759.35,1.6764,0.008437,0.043169,Yes,608.92,1.5053,0.006766,0.041782,
COSJ100038+014850,4,Yes,245.52,3.7764,0.002728,0.045447,Yes,521.17,6.2098,0.005791,0.069571,Yes,970.64,8.5324,0.010785,0.135191,Yes,1170.25,8.0987,0.013003,0.156281,
COSJ100038+015132,4,Yes,718.49,1.7299,0.007983,0.063758,Yes,833.95,2.2025,0.009266,0.075715,Yes,1052.26,2.0653,0.011692,0.085934,Yes,642.67,1.1862,0.007141,0.050766,
COSJ100038+022455,4,Yes,326.98,2.1043,0.003633,0.045394,Yes,627.52,3.9938,0.006972,0.073188,Yes,1925.58,13.3154,0.021395,0.23161,Yes,2373.04,23.688,0.026367,0.385413,
COSJ100038+023226,4,Yes,709.74,18.6364,0.007886,0.115535,Yes,1032.59,16.732,0.011473,0.126237,Yes,1306.35,3.8395,0.014515,0.10555,Yes,721.96,1.7501,0.008022,0.056439,
COSJ100038+023304,4,Yes,841.34,4.0393,0.009348,0.075051,Yes,1134.05,5.0674,0.012601,0.097409,Yes,1628.79,5.7561,0.018098,0.136825,Yes,928.8,2.5449,0.01032,0.073228,
COSJ100038+023326,4,Yes,50.32,0.6701,0.000559,0.031962,Yes,113.02,0.8689,0.001256,0.027213,Yes,243.12,1.0777,0.002701,0.02142,Yes,288.58,1.03,0.003206,0.02592,
COSJ100039+020305,4,Yes,264.91,2.9142,0.002943,0.033829,Yes,397.65,2.4872,0.004418,0.034907,Yes,479.96,1.5006,0.005333,0.040865,Yes,531.1,1.6629,0.005901,0.047137,
COSJ100039+020800,4,Yes,8872.43,302.9221,0.098583,2.488196,Yes,10494.4,185.2467,0.116604,2.432608,Yes,6640.9,36.7621,0.073788,0.78298,Yes,10014.86,111.2273,0.111276,1.761941,
COSJ100040+015213,4,Yes,940.16,17.9535,0.010446,0.13132,Yes,1387.15,15.5228,0.015413,0.154446,Yes,2677.29,13.6621,0.029748,0.245247,Yes,2314.23,8.9199,0.025714,0.199705,
COSJ100041+020145,4,Yes,97.5,0.2889,0.001083,0.035631,Yes,82.32,0.3473,0.000915,0.029025,Yes,81.91,0.4157,0.00091,0.015509,Yes,105.81,0.375,0.001176,0.016642,
COSJ100041+022807,4,Yes,1802.97,15.6277,0.020033,0.179291,Yes,2416.35,22.6369,0.026848,0.266252,Yes,4376.55,26.4027,0.048628,0.415151,Yes,2415.23,9.9464,0.026836,0.200666,
COSJ100042+020212,4,Yes,7517.09,68.5872,0.083523,0.827042,Yes,9601.92,84.8671,0.106688,1.072108,Yes,8230.61,41.4003,0.091451,0.78513,Yes,4697.3,18.055,0.052192,0.393443,
COSJ100042+022746,4,Yes,83.35,0.3415,0.000926,0.029798,Yes,118.4,0.6418,0.001316,0.029188,Yes,347.25,1.5632,0.003858,0.042051,Yes,441.44,2.038,0.004905,0.057272,
COSJ100043+015638,4,Yes,245.02,0.9832,0.002722,0.031383,Yes,324.48,1.1173,0.003605,0.031294,Yes,545.91,1.0839,0.006066,0.035926,Yes,573.73,1.1679,0.006375,0.040445,
COSJ100043+022143,4,Yes,307.16,0.4751,0.003413,0.03207,Yes,504.61,0.5977,0.005607,0.035262,Yes,707.0,0.7677,0.007856,0.044831,Yes,694.84,0.7478,0.00772,0.045266,
COSJ100043+022356,4,Yes,160.46,0.4319,0.001783,0.038636,Yes,209.26,0.6047,0.002325,0.033371,Yes,512.08,1.0229,0.00569,0.032682,Yes,495.66,1.2934,0.005507,0.034576,
COSJ100044+020652,4,Yes,9255.83,6.255,0.102843,0.255488,Yes,10811.42,7.0565,0.120127,0.294483,Yes,8463.25,3.9102,0.094036,0.202878,Yes,5286.41,2.0938,0.058738,0.127396,
COSJ100044+021508,4,Yes,679.81,2.3126,0.007553,0.062037,Yes,1326.72,5.2615,0.014741,0.113804,Yes,2308.83,12.4435,0.025654,0.259793,Yes,1890.34,6.9289,0.021004,0.183269,
COSJ100044+022404,4,Yes,201.7,1.172,0.002241,0.041601,Yes,201.54,1.3773,0.002239,0.036199,Yes,430.01,1.4243,0.004778,0.030048,Yes,439.58,1.5775,0.004884,0.034566,
COSJ100045+014712,4,Yes,2423.24,27.535,0.026925,0.276036,Yes,3288.48,36.3203,0.036539,0.380464,Yes,5852.92,33.0452,0.065032,0.564026,Yes,3741.11,15.4742,0.041568,0.325796,
COSJ100045+015244,4,Yes,229.67,1.1456,0.002552,0.037933,Yes,233.79,0.8371,0.002598,0.033281,Yes,332.45,0.6836,0.003694,0.026773,Yes,288.33,0.5055,0.003204,0.02317,
COSJ100045+020601,4,Yes,42.97,0.5123,0.000477,0.026956,Yes,163.65,0.656,0.001818,0.023716,Yes,121.24,0.734,0.001347,0.019124,Yes,93.25,0.3938,0.001036,0.014398,
COSJ100045+022738,4,Yes,118.31,0.6521,0.001315,0.026469,Yes,311.95,1.271,0.003466,0.039003,Yes,899.44,5.1527,0.009994,0.116527,Yes,1360.42,8.4022,0.015116,0.186393,
COSJ100046+014924,4,Yes,430.02,2.9299,0.004778,0.065078,Yes,534.39,4.1892,0.005938,0.080096,Yes,665.48,16.2524,0.007394,0.129195,Yes,507.45,14.0497,0.005638,0.101018,
COSJ100046+015029,4,Yes,657.42,8.6143,0.007305,0.094102,Yes,899.75,10.0084,0.009997,0.121041,Yes,1661.74,10.9016,0.018464,0.19243,Yes,1216.42,6.1363,0.013516,0.124701,
COSJ100046+020424,4,Yes,1950.17,10.1539,0.021669,0.154197,Yes,2606.16,14.5188,0.028957,0.228673,Yes,5172.76,19.8359,0.057475,0.406898,Yes,4025.01,13.553,0.044722,0.306222,
COSJ100046+021906,4,Yes,277.83,4.8494,0.003087,0.057447,Yes,271.78,4.8939,0.00302,0.057612,Yes,500.34,3.8996,0.005559,0.06442,Yes,578.76,3.7774,0.006431,0.068818,
COSJ100046+022321,4,Yes,144.6,0.9437,0.001607,0.037213,Yes,163.77,1.0725,0.00182,0.033887,Yes,236.44,1.1377,0.002627,0.032091,Yes,283.16,1.1902,0.003146,0.037036,
COSJ100047+015023,4,Yes,3473.0,14.0831,0.038589,0.220768,Yes,5156.22,21.2779,0.057291,0.331789,Yes,10391.0,29.2543,0.115456,0.627117,Yes,7896.67,19.8901,0.087741,0.464513,
COSJ100047+015313,4,Yes,180.18,0.9023,0.002002,0.032199,Yes,172.46,1.0036,0.001916,0.029782,Yes,272.37,0.8562,0.003026,0.026152,Yes,181.23,0.51,0.002014,0.019276,
COSJ100048+015412,4,Yes,2469.18,19.1725,0.027435,0.257559,Yes,3198.96,26.9746,0.035544,0.348527,Yes,5461.74,44.5122,0.060686,0.672001,Yes,8135.68,111.9508,0.090396,1.609028,
COSJ100049+014721,4,Yes,4377.34,40.8795,0.048637,0.45718,Yes,5762.81,50.9229,0.064031,0.615871,Yes,6328.9,31.9219,0.070321,0.586663,Yes,3316.84,12.3794,0.036854,0.271462,
COSJ100049+014829,4,Yes,79.22,0.4646,0.00088,0.039533,Yes,318.83,11.2846,0.003543,0.065634,Yes,528.6,1.9087,0.005873,0.059914,Yes,861.07,3.613,0.009567,0.10125,
